idCarpeta;Delito;Categoria;FechaHecho;Año_hecho;Mes_hecho;Mes_año_hecho;Sexo;Edad;TipoPersona;CalidadJuridica;lon;lat;geopoint
;ROBO A CASA HABITACION SIN VIOLENCIA;;13/05/19 18:00;2019;Mayo;2019_05;Masculino;42;FISICA;VICTIMA Y DENUNCIANTE;-99.2547125;19.3003203;19.3003203, -99.2547125
;ROBO DE OBJETOS;;13/05/19 4:30;2019;Mayo;2019_05;Femenino;26;FISICA;VICTIMA Y DENUNCIANTE;-99.12562202;19.31632538;19.31632538, -99.12562202
;DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL;;12/05/19 11:20;2019;Mayo;2019_05;Masculino;61;FISICA;VICTIMA Y DENUNCIANTE;-99.1076213;19.3561923;19.3561923, -99.1076213
;ACOSO SEXUAL;;13/05/19 11:00;2019;Mayo;2019_05;Femenino;50;FISICA;VICTIMA Y DENUNCIANTE;-99.1601699;19.4353185;19.4353185, -99.1601699
;USURPACIÓN DE IDENTIDAD;;09/05/19 12:00;2019;Mayo;2019_05;Femenino;31;FISICA;VICTIMA Y DENUNCIANTE;-99.16858356;19.40696489;19.40696489, -99.16858356
;VIOLENCIA FAMILIAR;;09/05/19 10:00;2019;Mayo;2019_05;Femenino;10;FISICA;VICTIMA;-99.014274;19.3347628;19.3347628, -99.014274
;ROBO A CASA HABITACION CON VIOLENCIA;;13/05/19 14:40;2019;Mayo;2019_05;Femenino;35;FISICA;VICTIMA Y DENUNCIANTE;-99.238336;19.37197282;19.37197282, -99.238336
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;13/05/19 19:57;2019;Mayo;2019_05;Masculino;34;FISICA;VICTIMA Y DENUNCIANTE;-99.0843032;19.3507155;19.3507155, -99.0843032
;DESPOJO;;07/05/19 19:30;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.0559783;19.3000487;19.3000487, -99.0559783
;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;;13/05/19 15:05;2019;Mayo;2019_05;Masculino;38;FISICA;VICTIMA Y DENUNCIANTE;-99.1480034;19.4910108;19.4910108, -99.1480034
;ROBO DE ACCESORIOS DE AUTO;;13/05/19 19:00;2019;Mayo;2019_05;Femenino;35;FISICA;VICTIMA Y DENUNCIANTE;-99.11920535;19.35364905;19.35364905, -99.11920535
;TENTATIVA DE ROBO;;13/05/19 16:00;2019;Mayo;2019_05;Masculino;58;FISICA;VICTIMA Y DENUNCIANTE;-99.2595795;19.3360421;19.3360421, -99.2595795
;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;;07/05/19 20:30;2019;Mayo;2019_05;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.0552937;19.3844129;19.3844129, -99.0552937
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;13/05/19 10:30;2019;Mayo;2019_05;Masculino;24;FISICA;VICTIMA Y DENUNCIANTE;-99.02130528;19.34536214;19.34536214, -99.02130528
;ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA;;13/05/19 9:00;2019;Mayo;2019_05;Femenino;32;FISICA;VICTIMA Y DENUNCIANTE;-99.0987814;19.377829;19.377829, -99.0987814
;FALSIFICACION DE DOCUMENTOS;;14/05/19 0:10;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1451229;19.4349445;19.4349445, -99.1451229
;VIOLENCIA FAMILIAR;;13/05/19 14:30;2019;Mayo;2019_05;Femenino;39;FISICA;VICTIMA Y DENUNCIANTE;-99.0388871;19.258681;19.258681, -99.0388871
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;13/05/19 23:57;2019;Mayo;2019_05;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1241636;19.5592501;19.5592501, -99.1241636
;LESIONES INTENCIONALES POR ARMA BLANCA;;13/05/19 20:45;2019;Mayo;2019_05;Masculino;38;FISICA;VICTIMA Y DENUNCIANTE;-99.178639;19.4439517;19.4439517, -99.178639
;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;;13/05/19 22:00;2019;Mayo;2019_05;Femenino;40;FISICA;VICTIMA Y DENUNCIANTE;-99.0702693;19.4520587;19.4520587, -99.0702693
;ROBO A NEGOCIO CON VIOLENCIA;;12/05/19 9:30;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.22132868;19.33804039;19.33804039, -99.22132868
;DDH FRVT;;13/05/19 12:00;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.14716117;19.42467103;19.42467103, -99.14716117
;LESIONES CULPOSAS POR CAIDA;;12/05/19 23:05;2019;Mayo;2019_05;Masculino;NA;FISICA;LESIONADO;NA;NA;
;ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA;;13/05/19 14:10;2019;Mayo;2019_05;Masculino;28;FISICA;VICTIMA Y DENUNCIANTE;-99.20968929;19.3799898;19.3799898, -99.20968929
;ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA;;14/05/19 9:15;2019;Mayo;2019_05;Masculino;30;FISICA;VICTIMA Y DENUNCIANTE;-99.13287654;19.42596447;19.42596447, -99.13287654
;USO DE DOCUMENTO FALSO;;11/05/19 15:30;2019;Mayo;2019_05;Femenino;56;FISICA;VICTIMA Y DENUNCIANTE;-99.08046332;19.38418989;19.38418989, -99.08046332
;LESIONES CULPOSAS POR TRANSITO VEHICULAR;;14/05/19 9:15;2019;Mayo;2019_05;Masculino;NA;FISICA;LESIONADO;-99.2424437;19.314554;19.314554, -99.2424437
;ROBO DE MOTOCICLETA CON VIOLENCIA;;10/05/19 22:00;2019;Mayo;2019_05;Masculino;32;FISICA;VICTIMA Y DENUNCIANTE;-99.04099825;19.30635007;19.30635007, -99.04099825
;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;;10/05/19 13:00;2019;Mayo;2019_05;Masculino;62;FISICA;VICTIMA Y DENUNCIANTE;-99.17469054;19.46698538;19.46698538, -99.17469054
;ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA;;13/05/19 21:23;2019;Mayo;2019_05;Masculino;52;FISICA;VICTIMA Y DENUNCIANTE;-99.06332211;19.34100718;19.34100718, -99.06332211
;ROBO DE VEHICULO DE SERVICIO PÚBLICO CON VIOLENCIA;;14/05/19 5:40;2019;Mayo;2019_05;Masculino;39;FISICA;VICTIMA Y DENUNCIANTE;-99.07161214;19.33894813;19.33894813, -99.07161214
;ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA;;14/05/19 8:45;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.18807951;19.45930769;19.45930769, -99.18807951
;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;;11/05/19 7:30;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.1583719;19.42028159;19.42028159, -99.1583719
;DAÑO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL;;13/05/19 16:00;2019;Mayo;2019_05;NA;NA;MORAL;VICTIMA;-99.0930635;19.38412799;19.38412799, -99.0930635
;DAÑO EN PROPIEDAD AJENA CULPOSA POR TRÁNSITO VEHICULAR A AUTOMOVIL;;14/05/19 7:50;2019;Mayo;2019_05;Masculino;58;FISICA;LESIONADO;-99.18563835;19.49618559;19.49618559, -99.18563835
;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;;10/05/19 15:30;2019;Mayo;2019_05;Masculino;76;FISICA;VICTIMA Y DENUNCIANTE;-99.15440769;19.37308602;19.37308602, -99.15440769
;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;;13/05/19 14:50;2019;Mayo;2019_05;Femenino;25;FISICA;VICTIMA Y DENUNCIANTE;-99.02808177;19.34532687;19.34532687, -99.02808177
;ROBO DE MOTOCICLETA CON VIOLENCIA;;13/05/19 18:30;2019;Mayo;2019_05;Masculino;55;FISICA;VICTIMA Y DENUNCIANTE;-99.12405706;19.39780172;19.39780172, -99.12405706
8441714;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;30/05/19 21:30;2019;Mayo;;Femenino;40;FISICA;VICTIMA Y DENUNCIANTE;-99.0928515;19.44172921;19.44172921, -99.0928515
8441764;ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;29/05/19 10:00;2019;Mayo;;Masculino;57;FISICA;VICTIMA Y DENUNCIANTE;-99.2644676;19.32128801;19.32128801, -99.2644676
8441796;ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA;ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA;31/05/19 12:50;2019;Mayo;;Masculino;32;FISICA;VICTIMA Y DENUNCIANTE;-99.1566834;19.4577892;19.4577892, -99.1566834
8441853;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;01/05/19 20:54;2019;Mayo;;Femenino;41;FISICA;VICTIMA Y DENUNCIANTE;-99.11031;19.42091451;19.42091451, -99.11031
8441932;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;25/05/19 12:00;2019;Mayo;;Femenino;2;FISICA;VICTIMA;-99.13781173;19.56602375;19.56602375, -99.13781173
8441991;FRAUDE;DELITO DE BAJO IMPACTO;27/05/19 12:00;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1225068;19.4816391;19.4816391, -99.1225068
8441996;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHÍCULO CON Y SIN VIOLENCIA;25/05/19 21:30;2019;Mayo;;Masculino;48;FISICA;VICTIMA Y DENUNCIANTE;-99.0418143;19.29829212;19.29829212, -99.0418143
8442013;AMENAZAS;DELITO DE BAJO IMPACTO;31/05/19 19:11;2019;Mayo;;Masculino;NA;FISICA;VICTIMA;-99.25399762;19.30660104;19.30660104, -99.25399762
8442042;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;22/05/19 18:30;2019;Mayo;;Femenino;43;FISICA;VICTIMA Y DENUNCIANTE;-99.14428399;19.44282501;19.44282501, -99.14428399
8442074;DESPOJO;DELITO DE BAJO IMPACTO;31/05/19 15:30;2019;Mayo;;Femenino;46;FISICA;VICTIMA Y DENUNCIANTE;-99.1016955;19.2593394;19.2593394, -99.1016955
8442077;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;30/05/19 12:00;2019;Mayo;;Masculino;33;FISICA;VICTIMA Y DENUNCIANTE;-99.07564741;19.40093049;19.40093049, -99.07564741
8442091;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;29/05/19 11:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.2247696;19.2889641;19.2889641, -99.2247696
8442109;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHÍCULO CON Y SIN VIOLENCIA;17/05/19 17:30;2019;Mayo;;Masculino;48;FISICA;VICTIMA Y DENUNCIANTE;-99.2321723;19.2844705;19.2844705, -99.2321723
8442111;AMENAZAS;DELITO DE BAJO IMPACTO;31/05/19 11:00;2019;Mayo;;Masculino;36;FISICA;VICTIMA Y DENUNCIANTE;-99.0543621;19.3394359;19.3394359, -99.0543621
8442117;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;31/05/19 22:30;2019;Mayo;;Masculino;30;FISICA;VICTIMA Y DENUNCIANTE;-99.16296619;19.41776362;19.41776362, -99.16296619
8442130;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;31/05/19 16:00;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.05445348;19.35703261;19.35703261, -99.05445348
8442290;DESPOJO;DELITO DE BAJO IMPACTO;21/05/19 12:00;2019;Mayo;;Masculino;24;FISICA;VICTIMA Y DENUNCIANTE;-99.02278982;19.1936997;19.1936997, -99.02278982
8442308;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;31/05/19 19:00;2019;Mayo;;Masculino;14;FISICA;VICTIMA;NA;NA;
8442354;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHÍCULO CON Y SIN VIOLENCIA;25/05/19 21:00;2019;Mayo;;Femenino;61;FISICA;VICTIMA Y DENUNCIANTE;-99.113397;19.30063772;19.30063772, -99.113397
8442388;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;27/05/19 9:30;2019;Mayo;;Femenino;64;FISICA;VICTIMA Y DENUNCIANTE;-99.17625406;19.42819656;19.42819656, -99.17625406
8442397;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;31/05/19 21:00;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.08548024;19.33356664;19.33356664, -99.08548024
8442450;FRAUDE;DELITO DE BAJO IMPACTO;09/05/19 11:15;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.15372363;19.37409647;19.37409647, -99.15372363
8442453;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;DELITO DE BAJO IMPACTO;29/05/19 12:00;2019;Mayo;;Masculino;44;FISICA;VICTIMA Y DENUNCIANTE;-99.17088316;19.37789041;19.37789041, -99.17088316
8442469;ROBO DE VEHICULO DE PEDALES;DELITO DE BAJO IMPACTO;27/05/19 12:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.16694043;19.415319;19.415319, -99.16694043
8442541;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;DELITO DE BAJO IMPACTO;11/05/19 15:00;2019;Mayo;;Masculino;70;FISICA;VICTIMA Y DENUNCIANTE;-99.15898507;19.41854144;19.41854144, -99.15898507
8442601;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;05/05/19 12:00;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.17637476;19.36433829;19.36433829, -99.17637476
8442614;ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA;ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA;30/05/19 19:50;2019;Mayo;;Masculino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.07136234;19.41555838;19.41555838, -99.07136234
8442645;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;28/05/19 12:30;2019;Mayo;;Masculino;44;FISICA;VICTIMA Y DENUNCIANTE;-99.2209823;19.2886588;19.2886588, -99.2209823
8442676;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;01/05/19 23:30;2019;Mayo;;Masculino;3;FISICA;VICTIMA;-99.14637983;19.42006324;19.42006324, -99.14637983
8442687;SUSTRACCION DE MENORES;DELITO DE BAJO IMPACTO;28/05/19 20:30;2019;Mayo;;Masculino;6;FISICA;VICTIMA;-99.06955642;19.33727882;19.33727882, -99.06955642
8442690;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;31/05/19 20:00;2019;Mayo;;Masculino;28;FISICA;VICTIMA Y DENUNCIANTE;-99.17754729;19.43798098;19.43798098, -99.17754729
8442720;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;29/05/19 10:00;2019;Mayo;;Masculino;25;FISICA;VICTIMA Y DENUNCIANTE;-99.1815475;19.4098619;19.4098619, -99.1815475
8442723;FRAUDE;DELITO DE BAJO IMPACTO;15/05/19 13:19;2019;Mayo;;Masculino;63;FISICA;VICTIMA Y DENUNCIANTE;-99.1234874;19.3220591;19.3220591, -99.1234874
8442753;DAÑO EN PROPIEDAD AJENA INTENCIONAL;DELITO DE BAJO IMPACTO;24/05/19 7:05;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.1754131;19.2811882;19.2811882, -99.1754131
8442790;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;24/05/19 18:00;2019;Mayo;;Femenino;24;FISICA;VICTIMA Y DENUNCIANTE;-99.0779134;19.4855991;19.4855991, -99.0779134
8442809;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHÍCULO CON Y SIN VIOLENCIA;30/05/19 7:00;2019;Mayo;;Masculino;23;FISICA;VICTIMA Y DENUNCIANTE;-99.0604145;19.3622521;19.3622521, -99.0604145
8442810;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;DELITO DE BAJO IMPACTO;12/05/19 16:45;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.22279998;19.32510307;19.32510307, -99.22279998
8442833;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;30/05/19 20:30;2019;Mayo;;Femenino;48;FISICA;VICTIMA Y DENUNCIANTE;-99.07343653;19.31948976;19.31948976, -99.07343653
8442857;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;19/05/19 14:45;2019;Mayo;;Femenino;18;FISICA;VICTIMA Y DENUNCIANTE;-98.985236;19.2086063;19.2086063, -98.985236
8442863;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;18/05/19 11:30;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.0935978;19.4438147;19.4438147, -99.0935978
8442911;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;30/05/19 13:40;2019;Mayo;;Femenino;54;FISICA;VICTIMA Y DENUNCIANTE;-99.2073303;19.5016814;19.5016814, -99.2073303
8442933;ROBO A PASAJERO A BORDO DE TRANSPORTE PÚBLICO CON VIOLENCIA;DELITO DE BAJO IMPACTO;31/05/19 20:05;2019;Mayo;;Femenino;31;FISICA;VICTIMA Y DENUNCIANTE;-99.0368612;19.3193085;19.3193085, -99.0368612
8442955;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;25/05/19 23:30;2019;Mayo;;Masculino;40;FISICA;VICTIMA Y DENUNCIANTE;-99.1429832;19.3139772;19.3139772, -99.1429832
8442963;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;31/05/19 17:00;2019;Mayo;;Femenino;35;FISICA;VICTIMA Y DENUNCIANTE;-99.21117829;19.38188346;19.38188346, -99.21117829
8442972;ROBO A PASAJERO EN RTP CON VIOLENCIA;DELITO DE BAJO IMPACTO;08/05/19 11:39;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.12815663;19.28456369;19.28456369, -99.12815663
8443007;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;20/05/19 11:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.10737505;19.47623056;19.47623056, -99.10737505
8443034;ROBO A PASAJERO A BORDO DE TRANSPORTE PÚBLICO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;30/05/19 3:12;2019;Mayo;;Masculino;21;FISICA;VICTIMA Y DENUNCIANTE;-99.15784636;19.3959819;19.3959819, -99.15784636
8443083;ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA;ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA;27/05/19 22:30;2019;Mayo;;Femenino;35;FISICA;VICTIMA Y DENUNCIANTE;-99.10869047;19.25662966;19.25662966, -99.10869047
8443123;FRAUDE;DELITO DE BAJO IMPACTO;31/05/19 22:30;2019;Mayo;;Masculino;40;FISICA;VICTIMA Y DENUNCIANTE;-99.0906286;19.3740277;19.3740277, -99.0906286
8443127;ROBO A REPARTIDOR SIN VIOLENCIA;ROBO A REPARTIDOR CON Y SIN VIOLENCIA;03/05/19 17:30;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.1156407;19.4712101;19.4712101, -99.1156407
8443142;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;16/05/19 22:20;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.1857998;19.4844793;19.4844793, -99.1857998
8443172;FRAUDE;DELITO DE BAJO IMPACTO;08/05/19 12:00;2019;Mayo;;Femenino;39;FISICA;VICTIMA Y DENUNCIANTE;-99.20592641;19.4010365;19.4010365, -99.20592641
8443208;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA;14/05/19 22:00;2019;Mayo;;Masculino;37;FISICA;VICTIMA Y DENUNCIANTE;-99.2546999;19.3034455;19.3034455, -99.2546999
8443241;AMENAZAS;DELITO DE BAJO IMPACTO;28/05/19 9:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.0986787;19.4113827;19.4113827, -99.0986787
8443322;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;29/05/19 14:30;2019;Mayo;;Femenino;28;FISICA;VICTIMA Y DENUNCIANTE;-99.15476461;19.42553814;19.42553814, -99.15476461
8443359;ROBO A PASAJERO / CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;31/05/19 18:45;2019;Mayo;;Masculino;29;FISICA;VICTIMA Y DENUNCIANTE;-99.19229367;19.4053714;19.4053714, -99.19229367
8443368;ABANDONO DE PERSONA;DELITO DE BAJO IMPACTO;26/05/19 18:00;2019;Mayo;;Femenino;100;FISICA;VICTIMA;-99.09718289;19.42268619;19.42268619, -99.09718289
8443383;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;26/05/19 17:00;2019;Mayo;;Femenino;26;FISICA;VICTIMA Y DENUNCIANTE;-99.09904154;19.33244215;19.33244215, -99.09904154
8443392;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;30/05/19 10:00;2019;Mayo;;Femenino;69;FISICA;VICTIMA Y DENUNCIANTE;-99.1005732;19.46302928;19.46302928, -99.1005732
8443402;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;22/05/19 10:00;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.01130826;19.34547589;19.34547589, -99.01130826
8443436;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;27/05/19 9:00;2019;Mayo;;NA;NA;MORAL;VICTIMA;-99.04760041;19.32216061;19.32216061, -99.04760041
8443480;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHÍCULO CON Y SIN VIOLENCIA;30/05/19 6:00;2019;Mayo;;Masculino;36;FISICA;VICTIMA Y DENUNCIANTE;-99.1211271;19.290229;19.290229, -99.1211271
8443508;AMENAZAS;DELITO DE BAJO IMPACTO;18/05/19 17:00;2019;Mayo;;Femenino;18;FISICA;VICTIMA Y DENUNCIANTE;-99.0130121;19.25586373;19.25586373, -99.0130121
8443537;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;26/05/19 16:00;2019;Mayo;;Femenino;41;FISICA;VICTIMA Y DENUNCIANTE;-99.11361356;19.3661948;19.3661948, -99.11361356
8443545;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;31/05/19 19:00;2019;Mayo;;Femenino;24;FISICA;VICTIMA Y DENUNCIANTE;-99.18353413;19.36197913;19.36197913, -99.18353413
8443556;REVELACION DE SECRETOS;DELITO DE BAJO IMPACTO;05/05/19 12:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;NA;NA;
8443557;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;31/05/19 8:45;2019;Mayo;;Femenino;39;FISICA;VICTIMA Y DENUNCIANTE;-99.16904881;19.37166127;19.37166127, -99.16904881
8443569;ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA;ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA;30/05/19 18:40;2019;Mayo;;Femenino;30;FISICA;VICTIMA Y DENUNCIANTE;-99.074238;19.4150858;19.4150858, -99.074238
8443660;COHECHO;DELITO DE BAJO IMPACTO;17/05/19 9:00;2019;Mayo;;Masculino;27;FISICA;VICTIMA Y DENUNCIANTE;-99.12732092;19.45887188;19.45887188, -99.12732092
8443797;ROBO A PASAJERO A BORDO DE TRANSPORTE PÚBLICO CON VIOLENCIA;DELITO DE BAJO IMPACTO;30/05/19 8:30;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.2346527;19.3556174;19.3556174, -99.2346527
8443840;AMENAZAS;DELITO DE BAJO IMPACTO;29/05/19 20:30;2019;Mayo;;Masculino;38;FISICA;VICTIMA Y DENUNCIANTE;-99.12865939;19.49533998;19.49533998, -99.12865939
8443860;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;08/05/19 14:30;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.19253954;19.38975277;19.38975277, -99.19253954
8443929;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;31/05/19 3:40;2019;Mayo;;Femenino;21;FISICA;VICTIMA Y DENUNCIANTE;-99.17089464;19.28037901;19.28037901, -99.17089464
8443959;AMENAZAS;DELITO DE BAJO IMPACTO;20/05/19 12:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.05443934;19.39151436;19.39151436, -99.05443934
8443973;DDH OTRAS MATERIAS;HECHO NO DELICTIVO;03/05/19 12:00;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.17992925;19.42912443;19.42912443, -99.17992925
8444035;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;10/05/19 18:30;2019;Mayo;;Femenino;51;FISICA;VICTIMA Y DENUNCIANTE;-99.1381892;19.29517558;19.29517558, -99.1381892
8444041;DESPOJO;DELITO DE BAJO IMPACTO;17/05/19 12:00;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.20573767;19.219365;19.219365, -99.20573767
8444115;ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA;ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA;29/05/19 17:05;2019;Mayo;;Masculino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.1867102;19.38503902;19.38503902, -99.1867102
8444210;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;13/05/19 20:30;2019;Mayo;;Femenino;35;FISICA;VICTIMA Y DENUNCIANTE;-99.15633128;19.30985182;19.30985182, -99.15633128
8444215;ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA;ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA;27/05/19 9:30;2019;Mayo;;Masculino;15;FISICA;VICTIMA;-99.06396637;19.34583718;19.34583718, -99.06396637
8444267;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;04/05/19 20:00;2019;Mayo;;Femenino;NA;FISICA;VICTIMA Y DENUNCIANTE;-99.10001791;19.42749662;19.42749662, -99.10001791
8444291;FRAUDE;DELITO DE BAJO IMPACTO;31/05/19 15:30;2019;Mayo;;Masculino;55;FISICA;VICTIMA Y DENUNCIANTE;-99.17198338;19.3999619;19.3999619, -99.17198338
8444385;FALSIFICACION DE TITULOS AL PORTADOR Y DOCUMENTOS DE CREDITO PUBLICO;DELITO DE BAJO IMPACTO;31/05/19 13:30;2019;Mayo;;Masculino;89;FISICA;VICTIMA Y DENUNCIANTE;-99.18776919;19.38508219;19.38508219, -99.18776919
